"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"43","삼성화재서비스손해사정㈜","2019년 상반기 신입사원(대졸/전역장교) 공개채용","173","1,790","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"서울전체, 부산전체, 대구전체, 광주전체, 대전전체","2019.04.10 00:00","2019.04.22 23:59","기본국가유공자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,NA
"44","한화첨단소재","2019년 상반기 석/박사 산학장학생 모집","3","269","신입","석사졸업 이상(예정자 가능)","무관","회사내규에 따름",NA,NA,NA,"세종특별자치시","2019.04.08 00:00","2019.04.19 15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA
"45","현대글로비스㈜","2019년 상반기 채용연계형 인턴","835","13,522","신입·경력","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직, 인턴직인턴직 정규직 전환 가능",NA,NA,"서울 강남구, 서울전체, 충남 아산시","2019.04.08 09:00","2019.04.22 13:00","기본취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"1,775",NA,NA
"46","존슨콘트롤즈유한회사","HVAC&R Installation Project Engineer ( 대리-과장급)","1","134","경력 3~10년","학력무관","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 09~18","서울 중구, 서울전체, 충남전체, 충남 천안시지도","2019.04.08 10:00","2019.04.16 09:00","전공건축/토목/조경/도시공학, 기계/자동차/조선공학, 공학계열자격증공조냉동산업기사 기본보훈대상자활동/경험 해당직무 근무경험기타냉동 공조관련 자격증 소지자","각종 경조사 지원, 단체 상해보험, 본인학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 직무능력향상교육","노트북, 사무용품 지급",NA,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","자유복장",NA,NA,NA
"47","㈜일신석재","구매팀 구인공고","38","843","무관","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직계약직 정규직 전환 가능","면접후 결정",NA,"서울 강동구","2019.04.08 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","HDC영창","[HDC영창] 건축기사(신입/경력) 모집","2","58","무관(신입포함)","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 08:00~17:00","인천 서구지도","2019.04.08 10:00","2019.04.17 23:59",NA,"건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 4대 보험",NA,"자기계발비 지원, 식비 지원","사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 반차, 근로자의 날 휴무",NA,NA,NA,NA
"49","농업회사법인(주)다솔","2019년 (주)다솔 시설관리팀 공개채용","4","176","경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 계약직",NA,"주 5일(월~금) ","전남 장흥군지도","2019.04.08 10:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","㈜이엠넷","㈜이엠넷 AD-Tech 전략기획자 공개채용","5","521","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 구로구, 서울전체","2019.04.08 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","동국제약㈜ ","각 부문 신입 및 경력사원 채용","101","4,024","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구, 전국","2019.04.09 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68",NA,NA
"52","(주)토비스","물류 수출입 선적 전문 경력자 채용","37","682","경력 8~15년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","인천 연수구지도","2019.04.08 10:00","2019.04.26 23:59","활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 의료비지원(가족), ...","퇴직연금, 상여금, 장기근속자 포상, 퇴직금, 휴일(특근)수당, 장기근속수당, 가족...","창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 장애인 화장실, 장...","기숙사 운영, 주차장제공","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남...","자유복장",NA,NA,"45"
"53","(주)셀리버리","신약개발연구소 석/박사급 연구원 모집 공고","50","914","무관(신입포함)","석사졸업 이상","무관","회사내규에 따름","정규직, 병역특례병역특례 전문연구요원",NA,NA,"서울 마포구","2019.04.08 00:00","2019.04.14 23:59","전공생명/환경공학",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","(주)서양네트웍스","마케팅온라인팀 기획,운영 경력직 채용 공고","7","225","경력 3~8년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.08 10:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","두산매거진","디지털 전략 담당자 채용","123","2,102","경력 2년 이상","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울전체, 서울 강남구, 관악구, 동작구, 서초구, 송파구","2019.04.08 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51",NA,NA
"56","현대첨단소재주식회사","제품개발팀 신입ㆍ경력사원 모집","70","908","신입·경력 3~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 과장, 사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 화성시지도","2019.04.08 11:00","2019.05.08 23:59","전공화학공학, 전기/전자공학, 기계/자동차/조선공학자격증전기기능사, 동력기계기능사, 2D CAD기타압출 경력자 우대,전기/기계 & 고분자 관련 전공자 우대컴퓨터활용능력 (중급)이상자 우대","건강검진","장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 4대 보험","생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 구내식당(사원식당), 점심식사 제...","유니폼지급, 사원증, 사무용품 지급",NA,"연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 남성출산휴가",NA,NA,NA,"55"
"57","메디포스트㈜","[메디포스트㈜] 의약품 보관관리 부문 신입/경력 수시채용","171","2,731","신입·경력 2년 이하","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 구로구, 서울전체, 금천구, 영등포구지도","2019.04.08 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","(주)정다운","각 부문 신입/경력 공개 채용","144","4,744","신입·경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","전남 나주시, 경기 파주시, 광주전체, 광주 광산구, 경남 거창군, 하동군, 경북전체","2019.04.09 00:00","2019.04.18 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"전<U+00A0><U+00A0><U+00A0>공식품/유전/바이오, 경영학","36"
"59","(주)커피빈코리아","(주)커피빈코리아 재무관리팀 신입사원채용","210","1,494","신입","대졸(2,3년제) 이상","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.04.08 11:00","2019.04.14 23:59","전공상경계열활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수기타커뮤니케이션우수자, 식음료·유통업계 경력자","각종 경조사 지원","퇴직연금, 퇴직금, 연차수당, 4대 보험",NA,"식비 지원, 음료제공(차, 커피)","전용 사옥, 사원증, 자회사 제품할인",NA,"연차, 경조휴가제, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,NA,NA,NA
"60","유니셈㈜","각 부문 신입/경력 채용 [CS/부설연구소/기술영업부/경영지원부]","271","7,210","신입·경력","대졸(4년제) 이상 부문별 상이","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 용인시 기흥구, 이천시, 평택시, 화성시, 충북 청주시","2019.04.08 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100"
"61","(주)레뱅드매일","[매일홀딩스](주)레뱅드매일 인사총무 경력직 채용","18","434","경력 3~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","주임, 대리 / 팀원","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.04.08 11:00","2019.05.08 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 업무활동비 지급, 통신비 지원","장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 식비 지원, 음료제공(차, 커피)","회의실, 전용 사옥, 사내 정원, 노트북, 자회사 제품할인, 사무용품 지급","차량유류비지급, 야간교통비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","회식강요 안함, 야근강요 안함",NA,NA,NA
"62","환인제약㈜","환인제약㈜ 2019년 상반기 각 부문별 경력/신입 채용","160","5,112","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","서울 송파구, 경기 안성시지도","2019.04.08 00:00","2019.04.17 13:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77",NA,NA
"63","써모피셔사이언티픽 코리아 (주)","Service Operation Support : Order Management/Customer Servic","23","184","경력 2~7년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","경기 수원시 영통구지도","2019.04.08 11:00","2019.04.21 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 선택적복리후생","퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","회의실, 공기청정기, 노트북, 사무용품 지급","차량유류비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함","9",NA,NA
"64","(주)서양네트웍스","마케팅팀 신입 또는 경력직 채용 공고","27","274","신입·경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 인턴직인턴직3개월, 정규직 전환 가능",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.08 11:00","2019.04.14 23:59",NA,NA,"퇴직연금, 4대 보험",NA,NA,NA,NA,"연차, 반차","자유복장",NA,NA,NA
"65","㈜이엠넷","㈜이엠넷 SNS 컨텐츠 플래너(CP) 경력자 공채","3","203","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 구로구","2019.04.08 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","㈜하나에프엠케이","㈜하나에프엠케이 재무 부문 채용 공고","10","236","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름3800만원 이상","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00~17:00","경북 칠곡군지도","2019.04.08 11:00","2019.04.19 17:00","전공경영학, 회계학활동/경험 해당직무 근무경험","자녀학자금","퇴직연금, 4대 보험",NA,"점심식사 제공",NA,"차량유류비지급, 통근버스 운행",NA,NA,NA,NA,NA
"67","산업연구원","정규직원(연구직/연구행정) 채용 공고","169","2,375","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직, 계약직계약직 정규직 전환 가능",NA,NA,"세종특별자치시지도","2019.04.08 00:00","2019.04.22 16:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"155",NA,"64"
"68","코리안리재보험㈜","코리안리재보험㈜ 정/청산 부문 일반전문직 사원 채용","48","1,527","신입","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 종로구","2019.04.08 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12"
"69","대주·KC","[대주·KC]대연인터내셔널 사업지원팀 직원 모집","8","121","무관(신입포함)","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00~18:00","인천 중구지도","2019.04.08 11:00","2019.04.22 17:00","기본국가유공자, 보훈대상자, 고용촉진장려금 대상, 장애인우대, 취업보호대상자근무조건 인근거주자","건강검진, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 자격증수당, 4대 보험","명절선물/귀향비","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내...","회의실, 전용 사옥, 사원증, 사무용품 지급","기숙사 운영, 주차장제공","연차, 여름휴가, 경조휴가제, 근로자의 날 휴무",NA,NA,NA,NA
"70","㈜해커스교육그룹","[신입] 교재 편집기획직 (법학 전공자) 채용","28","611","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","계약직 정규직 전환 가능","면접후 결정",NA,"서울 서초구, 서울전체, 강남구, 송파구지도","2019.04.08 00:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA
"71","(주)에스엠알오토모티브모듈코리아","SMR코리아 신차품질팀(시험실) 정규직 채용","43","546","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 ~ 오후 5시","충북 청주시 흥덕구지도","2019.04.08 11:00","2019.05.08 23:59","전공전기/전자공학외국어 능력 영어능통자, 중국어 가능자자격/능력 문서작성 우수자","건강검진, 각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, ...","명절선물/귀향비, 생일선물/파티","신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 사이버...","휴게실, 회의실, 공기청정기, 카페테리아, 사내 정원, 유니폼지급, 사원증, 사무용품 지급","차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전...","노조/노사협의회",NA,NA,NA
